"Year","Geography","Source","GeoCode","Value"
1992,"Alberta","Light Manufacturing, Construction and Forest Resources",48,5.203
1992,"Alberta","Buildings",48,11.412
1992,"Alberta","Waste",48,2.018
1992,"Alberta","Agriculture",48,15.58
1992,"British Columbia","Provincial Inventory Total",59,49.102
1992,"British Columbia","Oil and Gas",59,7.29
1992,"British Columbia","Transport",59,15.296
1992,"British Columbia","Heavy Industry",59,8.235
1992,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.655
1992,"British Columbia","Buildings",59,7.854
1992,"British Columbia","Waste",59,2.589
1992,"British Columbia","Agriculture",59,2.638
1992,"Canada","Oil and Gas",,129.424
1992,"Canada","Transport",,115.307
1992,"Canada","Heavy Industry",,94.059
1992,"Canada","Light Manufacturing, Construction and Forest Resources",,28.385
1992,"Canada","Buildings",,73.61
1992,"Canada","Waste",,21.551
1992,"Canada","Agriculture",,52.96
1992,"Manitoba","Provincial Inventory Total",46,18.244
1992,"Manitoba","Oil and Gas",46,1.894
1992,"Manitoba","Transport",46,4.914
1992,"Manitoba","Heavy Industry",46,1.183
1992,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.582
1992,"Manitoba","Buildings",46,3.005
1992,"Manitoba","Waste",46,0.949
1992,"Manitoba","Agriculture",46,5.324
1992,"New Brunswick","Provincial Inventory Total",13,16.277
1992,"New Brunswick","Oil and Gas",13,1.254
1992,"New Brunswick","Transport",13,3.53
1992,"New Brunswick","Heavy Industry",13,1.682
1992,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.639
1992,"New Brunswick","Buildings",13,1.618
1992,"New Brunswick","Waste",13,0.822
1992,"New Brunswick","Agriculture",13,0.552
1992,"Newfoundland and Labrador","Provincial Inventory Total",10,8.335
1992,"Newfoundland and Labrador","Oil and Gas",10,0.875
1992,"Newfoundland and Labrador","Transport",10,2.669
1992,"Newfoundland and Labrador","Heavy Industry",10,1.281
1992,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.236
1992,"Newfoundland and Labrador","Buildings",10,1.03
1992,"Newfoundland and Labrador","Waste",10,0.628
1992,"Newfoundland and Labrador","Agriculture",10,0.112
1992,"Northwest Territories","Territorial Inventory Total",61,1.576
1992,"Northwest Territories","Oil and Gas",61,0.217
1992,"Northwest Territories","Transport",61,0.497
1992,"Northwest Territories","Heavy Industry",61,0.087
1992,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.044
1992,"Northwest Territories","Buildings",61,0.552
1992,"Northwest Territories","Waste",61,0.04
1992,"Northwest Territories","Agriculture",61,0.012
1992,"Nova Scotia","Provincial Inventory Total",12,19.627
1992,"Nova Scotia","Oil and Gas",12,0.752
1992,"Nova Scotia","Transport",12,4.02
1992,"Nova Scotia","Heavy Industry",12,0.843
1992,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.522
1992,"Nova Scotia","Buildings",12,2.979
1992,"Nova Scotia","Waste",12,0.824
1992,"Nova Scotia","Agriculture",12,0.702
1992,"Ontario","Provincial Inventory Total",35,181.368
1992,"Ontario","Oil and Gas",35,11.253
1992,"Ontario","Transport",35,40.426
1992,"Ontario","Heavy Industry",35,43.344
1992,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.374
1992,"Ontario","Buildings",35,29.648
1992,"Ontario","Waste",35,7.501
1992,"Ontario","Agriculture",35,10.942
1992,"Prince Edward Island","Provincial Inventory Total",11,1.713
1992,"Prince Edward Island","Oil and Gas",11,0
1992,"Prince Edward Island","Transport",11,0.524
1992,"Prince Edward Island","Heavy Industry",11,0.009
1992,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.137
1992,"Prince Edward Island","Buildings",11,0.55
1992,"Prince Edward Island","Waste",11,0.076
1992,"Prince Edward Island","Agriculture",11,0.365
1992,"Quebec","Provincial Inventory Total",24,80.103
1992,"Quebec","Oil and Gas",24,3.463
1992,"Quebec","Transport",24,23.864
1992,"Quebec","Heavy Industry",24,22.843
1992,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.911
1992,"Quebec","Buildings",24,11.781
1992,"Quebec","Waste",24,5.009
1992,"Quebec","Agriculture",24,7.277
1992,"Saskatchewan","Provincial Inventory Total",47,58.438
1992,"Saskatchewan","Oil and Gas",47,23.005
1992,"Saskatchewan","Transport",47,5.393
1992,"Saskatchewan","Heavy Industry",47,1.483
1992,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,2.056
1992,"Saskatchewan","Buildings",47,3.094
1992,"Saskatchewan","Waste",47,1.073
1992,"Saskatchewan","Agriculture",47,9.445
1992,"Yukon","Territorial Inventory Total",60,0.618
1992,"Yukon","Oil and Gas",60,0.157
1992,"Yukon","Transport",60,0.222
1992,"Yukon","Heavy Industry",60,0.043
1992,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.025
1992,"Yukon","Buildings",60,0.087
1992,"Yukon","Waste",60,0.021
1992,"Yukon","Agriculture",60,0.012
1993,"Alberta","Provincial Inventory Total",48,192.277
1993,"Alberta","Oil and Gas",48,83.566
1993,"Alberta","Transport",48,14.264
1993,"Alberta","Heavy Industry",48,13.057
1993,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.401
1993,"Alberta","Buildings",48,12.096
1993,"Alberta","Waste",48,2.096
1993,"Alberta","Agriculture",48,16.411
1993,"British Columbia","Provincial Inventory Total",59,51.989
1993,"British Columbia","Oil and Gas",59,7.022
1993,"British Columbia","Transport",59,15.716
1993,"British Columbia","Heavy Industry",59,8.303
1993,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.882
1993,"British Columbia","Buildings",59,8.793
1993,"British Columbia","Waste",59,2.605
1993,"British Columbia","Agriculture",59,2.645
1993,"Canada","Oil and Gas",,138.268
1993,"Canada","Transport",,118.258
1993,"Canada","Heavy Industry",,93.475
1993,"Canada","Light Manufacturing, Construction and Forest Resources",,25.599
1993,"Canada","Buildings",,77.197
1993,"Canada","Waste",,21.875
1993,"Canada","Agriculture",,54.306
1993,"Manitoba","Provincial Inventory Total",46,18.321
1993,"Manitoba","Oil and Gas",46,1.966
1993,"Manitoba","Transport",46,4.88
1993,"Manitoba","Heavy Industry",46,1.164
1993,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.533
1993,"Manitoba","Buildings",46,3.07
1993,"Manitoba","Waste",46,0.982
1993,"Manitoba","Agriculture",46,5.423
1993,"New Brunswick","Provincial Inventory Total",13,15.521
1993,"New Brunswick","Oil and Gas",13,1.454
1993,"New Brunswick","Transport",13,3.615
1993,"New Brunswick","Heavy Industry",13,1.747
1993,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.603
1993,"New Brunswick","Buildings",13,1.526
1993,"New Brunswick","Waste",13,0.835
1993,"New Brunswick","Agriculture",13,0.548
1993,"Newfoundland and Labrador","Provincial Inventory Total",10,8.482
1993,"Newfoundland and Labrador","Oil and Gas",10,1.058
1993,"Newfoundland and Labrador","Transport",10,2.752
1993,"Newfoundland and Labrador","Heavy Industry",10,1.279
1993,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.229
1993,"Newfoundland and Labrador","Buildings",10,1.051
1993,"Newfoundland and Labrador","Waste",10,0.641
1993,"Newfoundland and Labrador","Agriculture",10,0.106
1993,"Northwest Territories","Territorial Inventory Total",61,1.879
1993,"Northwest Territories","Oil and Gas",61,0.246
1993,"Northwest Territories","Transport",61,0.58
1993,"Northwest Territories","Heavy Industry",61,0.19
1993,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.039
1993,"Northwest Territories","Buildings",61,0.644
1993,"Northwest Territories","Waste",61,0.041
1993,"Northwest Territories","Agriculture",61,0.002
1993,"Nova Scotia","Provincial Inventory Total",12,19.652
1993,"Nova Scotia","Oil and Gas",12,0.911
1993,"Nova Scotia","Transport",12,4.12
1993,"Nova Scotia","Heavy Industry",12,0.828
1993,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.49
1993,"Nova Scotia","Buildings",12,2.829
1993,"Nova Scotia","Waste",12,0.837
1993,"Nova Scotia","Agriculture",12,0.619
1993,"Ontario","Provincial Inventory Total",35,172.133
1993,"Ontario","Oil and Gas",35,11.666
1993,"Ontario","Transport",35,41.26
1993,"Ontario","Heavy Industry",35,41.007
1993,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.05
1993,"Ontario","Buildings",35,30.893
1993,"Ontario","Waste",35,7.645
1993,"Ontario","Agriculture",35,10.882
1993,"Prince Edward Island","Provincial Inventory Total",11,1.719
1993,"Prince Edward Island","Oil and Gas",11,0
1993,"Prince Edward Island","Transport",11,0.531
1993,"Prince Edward Island","Heavy Industry",11,0.009
1993,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.141
1993,"Prince Edward Island","Buildings",11,0.529
1993,"Prince Edward Island","Waste",11,0.077
1993,"Prince Edward Island","Agriculture",11,0.359
1993,"Quebec","Provincial Inventory Total",24,81.255
1993,"Quebec","Oil and Gas",24,3.677
1993,"Quebec","Transport",24,24.845
1993,"Quebec","Heavy Industry",24,23.525
1993,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.573
1993,"Quebec","Buildings",24,12.064
1993,"Quebec","Waste",24,4.982
1993,"Quebec","Agriculture",24,7.297
1993,"Saskatchewan","Provincial Inventory Total",47,62.867
1993,"Saskatchewan","Oil and Gas",47,26.593
1993,"Saskatchewan","Transport",47,5.495
1993,"Saskatchewan","Heavy Industry",47,2.343
1993,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.633
1993,"Saskatchewan","Buildings",47,3.601
1993,"Saskatchewan","Waste",47,1.111
1993,"Saskatchewan","Agriculture",47,10.006
1993,"Yukon","Territorial Inventory Total",60,0.517
1993,"Yukon","Oil and Gas",60,0.11
1993,"Yukon","Transport",60,0.2
1993,"Yukon","Heavy Industry",60,0.023
1993,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.025
1993,"Yukon","Buildings",60,0.1
1993,"Yukon","Waste",60,0.022
1993,"Yukon","Agriculture",60,0.008
1994,"Alberta","Provincial Inventory Total",48,202.335
1994,"Alberta","Oil and Gas",48,85.757
1994,"Alberta","Transport",48,16.003
1994,"Alberta","Heavy Industry",48,14.873
1994,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.983
1994,"Alberta","Buildings",48,12.857
1994,"Alberta","Waste",48,2.203
1994,"Alberta","Agriculture",48,17.073
1994,"British Columbia","Provincial Inventory Total",59,54.781
1994,"British Columbia","Oil and Gas",59,9.266
1994,"British Columbia","Transport",59,16.471
1994,"British Columbia","Heavy Industry",59,8.591
1994,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.974
1994,"British Columbia","Buildings",59,8.337
1994,"British Columbia","Waste",59,2.689
1994,"British Columbia","Agriculture",59,2.564
1994,"Canada","Oil and Gas",,144.43
1994,"Canada","Transport",,124.345
1994,"Canada","Heavy Industry",,98.871
1994,"Canada","Light Manufacturing, Construction and Forest Resources",,26.015
1994,"Canada","Buildings",,77.532
1994,"Canada","Waste",,22.34
1994,"Canada","Agriculture",,55.884
1994,"Manitoba","Provincial Inventory Total",46,18.805
1994,"Manitoba","Oil and Gas",46,1.941
1994,"Manitoba","Transport",46,5.135
1994,"Manitoba","Heavy Industry",46,1.038
1994,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.672
1994,"Manitoba","Buildings",46,2.909
1994,"Manitoba","Waste",46,1.015
1994,"Manitoba","Agriculture",46,5.779
1994,"New Brunswick","Provincial Inventory Total",13,16.977
1994,"New Brunswick","Oil and Gas",13,1.486
1994,"New Brunswick","Transport",13,3.782
1994,"New Brunswick","Heavy Industry",13,1.702
1994,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.741
1994,"New Brunswick","Buildings",13,1.471
1994,"New Brunswick","Waste",13,0.863
1994,"New Brunswick","Agriculture",13,0.553
1994,"Newfoundland and Labrador","Provincial Inventory Total",10,7.552
1994,"Newfoundland and Labrador","Oil and Gas",10,0.473
1994,"Newfoundland and Labrador","Transport",10,2.739
1994,"Newfoundland and Labrador","Heavy Industry",10,1.596
1994,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.252
1994,"Newfoundland and Labrador","Buildings",10,1.004
1994,"Newfoundland and Labrador","Waste",10,0.654
1994,"Newfoundland and Labrador","Agriculture",10,0.107
1994,"Northwest Territories","Territorial Inventory Total",61,2.046
1994,"Northwest Territories","Oil and Gas",61,0.226
1994,"Northwest Territories","Transport",61,0.601
1994,"Northwest Territories","Heavy Industry",61,0.315
1994,"Northwest Territories","Light Manufacturing, Construction and Forest Resources",61,0.027
1994,"Northwest Territories","Buildings",61,0.694
1994,"Northwest Territories","Waste",61,0.043
1994,"Northwest Territories","Agriculture",61,0.002
1994,"Nova Scotia","Provincial Inventory Total",12,19.091
1994,"Nova Scotia","Oil and Gas",12,0.594
1994,"Nova Scotia","Transport",12,4.22
1994,"Nova Scotia","Heavy Industry",12,0.932
1994,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.546
1994,"Nova Scotia","Buildings",12,2.631
1994,"Nova Scotia","Waste",12,0.852
1994,"Nova Scotia","Agriculture",12,0.627
1994,"Ontario","Provincial Inventory Total",35,174.085
1994,"Ontario","Oil and Gas",35,11.254
1994,"Ontario","Transport",35,42.81
1994,"Ontario","Heavy Industry",35,42.945
1994,"Ontario","Light Manufacturing, Construction and Forest Resources",35,11.246
1994,"Ontario","Buildings",35,31.708
1994,"Ontario","Waste",35,7.77
1994,"Ontario","Agriculture",35,10.928
1994,"Prince Edward Island","Provincial Inventory Total",11,1.739
1994,"Prince Edward Island","Oil and Gas",11,0
1994,"Prince Edward Island","Transport",11,0.564
1994,"Prince Edward Island","Heavy Industry",11,0.007
1994,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.146
1994,"Prince Edward Island","Buildings",11,0.513
1994,"Prince Edward Island","Waste",11,0.079
1994,"Prince Edward Island","Agriculture",11,0.37
1994,"Quebec","Provincial Inventory Total",24,83.383
1994,"Quebec","Oil and Gas",24,4.062
1994,"Quebec","Transport",24,26.045
1994,"Quebec","Heavy Industry",24,24.048
1994,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.495
1994,"Quebec","Buildings",24,11.929
1994,"Quebec","Waste",24,5
1994,"Quebec","Agriculture",24,7.32
1994,"Saskatchewan","Provincial Inventory Total",47,67.725
1994,"Saskatchewan","Oil and Gas",47,29.272
1994,"Saskatchewan","Transport",47,5.79
1994,"Saskatchewan","Heavy Industry",47,2.798
1994,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.892
1994,"Saskatchewan","Buildings",47,3.374
1994,"Saskatchewan","Waste",47,1.15
1994,"Saskatchewan","Agriculture",47,10.553
1994,"Yukon","Territorial Inventory Total",60,0.514
1994,"Yukon","Oil and Gas",60,0.098
1994,"Yukon","Transport",60,0.186
1994,"Yukon","Heavy Industry",60,0.027
1994,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.041
1994,"Yukon","Buildings",60,0.105
1994,"Yukon","Waste",60,0.022
1994,"Yukon","Agriculture",60,0.008
1995,"Alberta","Provincial Inventory Total",48,208.07
1995,"Alberta","Oil and Gas",48,88.126
1995,"Alberta","Transport",48,16.368
1995,"Alberta","Heavy Industry",48,15.01
1995,"Alberta","Light Manufacturing, Construction and Forest Resources",48,4.894
1995,"Alberta","Buildings",48,14.137
1995,"Alberta","Waste",48,2.314
1995,"Alberta","Agriculture",48,18.036
1995,"British Columbia","Provincial Inventory Total",59,58.797
1995,"British Columbia","Oil and Gas",59,11.059
1995,"British Columbia","Transport",59,17.233
1995,"British Columbia","Heavy Industry",59,8.657
1995,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.896
1995,"British Columbia","Buildings",59,8.46
1995,"British Columbia","Waste",59,2.813
1995,"British Columbia","Agriculture",59,2.623
1995,"Canada","Oil and Gas",,152.096
1995,"Canada","Transport",,126.409
1995,"Canada","Heavy Industry",,99.725
1995,"Canada","Light Manufacturing, Construction and Forest Resources",,28.124
1995,"Canada","Buildings",,78.256
1995,"Canada","Waste",,22.369
1995,"Canada","Agriculture",,58.477
1995,"Manitoba","Provincial Inventory Total",46,19.542
1995,"Manitoba","Oil and Gas",46,2.018
1995,"Manitoba","Transport",46,5.274
1995,"Manitoba","Heavy Industry",46,1.142
1995,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.731
1995,"Manitoba","Buildings",46,3.122
1995,"Manitoba","Waste",46,1.049
1995,"Manitoba","Agriculture",46,6.004
1995,"New Brunswick","Provincial Inventory Total",13,17.503
1995,"New Brunswick","Oil and Gas",13,1.301
