"Year","Persons in low income","Geography","GeoCode","Value"
2015,"Women+, 65 years and over","Atlantic provinces",,12.4
2016,"Women+, 65 years and over","Atlantic provinces",,9.7
2017,"Women+, 65 years and over","Atlantic provinces",,8.3
2018,"Women+, 65 years and over","Atlantic provinces",,8.7
2019,"Women+, 65 years and over","Atlantic provinces",,8.9
2020,"Women+, 65 years and over","Atlantic provinces",,5.1
2021,"Women+, 65 years and over","Atlantic provinces",,7.9
2022,"Women+, 65 years and over","Atlantic provinces",,10.2
2023,"Women+, 65 years and over","Atlantic provinces",,8.3
2015,"Women+, under 18 years","Atlantic provinces",,19.3
2016,"Women+, under 18 years","Atlantic provinces",,16.4
2017,"Women+, under 18 years","Atlantic provinces",,17.5
2018,"Women+, under 18 years","Atlantic provinces",,12.8
2019,"Women+, under 18 years","Atlantic provinces",,13.3
2020,"Women+, under 18 years","Atlantic provinces",,7.2
2021,"Women+, under 18 years","Atlantic provinces",,7.9
2022,"Women+, under 18 years","Atlantic provinces",,12.1
2023,"Women+, under 18 years","Atlantic provinces",,14.5
2015,"All persons","British Columbia",59,18.6
2016,"All persons","British Columbia",59,16
2017,"All persons","British Columbia",59,14.6
2018,"All persons","British Columbia",59,13.3
2019,"All persons","British Columbia",59,12.2
2020,"All persons","British Columbia",59,7.8
2021,"All persons","British Columbia",59,8.9
2022,"All persons","British Columbia",59,11.8
2023,"All persons","British Columbia",59,11.5
2015,"Men+","British Columbia",59,18.5
2016,"Men+","British Columbia",59,16.1
2017,"Men+","British Columbia",59,14.5
2018,"Men+","British Columbia",59,13.4
2019,"Men+","British Columbia",59,11.5
2020,"Men+","British Columbia",59,7.8
2021,"Men+","British Columbia",59,7.8
2022,"Men+","British Columbia",59,11.7
2023,"Men+","British Columbia",59,11.1
2015,"Men+, 18 to 64 years","British Columbia",59,21.2
2016,"Men+, 18 to 64 years","British Columbia",59,17.8
2017,"Men+, 18 to 64 years","British Columbia",59,15.8
2018,"Men+, 18 to 64 years","British Columbia",59,15.2
2019,"Men+, 18 to 64 years","British Columbia",59,14.3
2020,"Men+, 18 to 64 years","British Columbia",59,9.8
2021,"Men+, 18 to 64 years","British Columbia",59,8.3
2022,"Men+, 18 to 64 years","British Columbia",59,12.7
2023,"Men+, 18 to 64 years","British Columbia",59,12.4
2015,"Men+, 65 years and over","British Columbia",59,11.3
2016,"Men+, 65 years and over","British Columbia",59,7.9
2017,"Men+, 65 years and over","British Columbia",59,9.1
2018,"Men+, 65 years and over","British Columbia",59,7.7
2019,"Men+, 65 years and over","British Columbia",59,5.9
2020,"Men+, 65 years and over","British Columbia",59,2.9
2021,"Men+, 65 years and over","British Columbia",59,6.2
2022,"Men+, 65 years and over","British Columbia",59,9.2
2023,"Men+, 65 years and over","British Columbia",59,7.1
2015,"Men+, under 18 years","British Columbia",59,14.9
2016,"Men+, under 18 years","British Columbia",59,17.5
2017,"Men+, under 18 years","British Columbia",59,14.8
2018,"Men+, under 18 years","British Columbia",59,12.5
2019,"Men+, under 18 years","British Columbia",59,7
2020,"Men+, under 18 years","British Columbia",59,5.4
2021,"Men+, under 18 years","British Columbia",59,8
2022,"Men+, under 18 years","British Columbia",59,10.9
2023,"Men+, under 18 years","British Columbia",59,11
2015,"Persons 18 to 64 years","British Columbia",59,20.8
2016,"Persons 18 to 64 years","British Columbia",59,17.4
2017,"Persons 18 to 64 years","British Columbia",59,16.3
2018,"Persons 18 to 64 years","British Columbia",59,15.3
2019,"Persons 18 to 64 years","British Columbia",59,15.1
2020,"Persons 18 to 64 years","British Columbia",59,9.7
2021,"Persons 18 to 64 years","British Columbia",59,9.7
2022,"Persons 18 to 64 years","British Columbia",59,12.8
2023,"Persons 18 to 64 years","British Columbia",59,12.8
2015,"Persons 65 years and over","British Columbia",59,11.7
2016,"Persons 65 years and over","British Columbia",59,9.1
2017,"Persons 65 years and over","British Columbia",59,9.7
2018,"Persons 65 years and over","British Columbia",59,8.5
2019,"Persons 65 years and over","British Columbia",59,6.6
2020,"Persons 65 years and over","British Columbia",59,3.8
2021,"Persons 65 years and over","British Columbia",59,7.1
2022,"Persons 65 years and over","British Columbia",59,9.1
2023,"Persons 65 years and over","British Columbia",59,7.5
2015,"Persons under 18 years","British Columbia",59,16.8
2016,"Persons under 18 years","British Columbia",59,17.4
2017,"Persons under 18 years","British Columbia",59,13.4
2018,"Persons under 18 years","British Columbia",59,11.1
2019,"Persons under 18 years","British Columbia",59,7.3
2020,"Persons under 18 years","British Columbia",59,5
2021,"Persons under 18 years","British Columbia",59,8
2022,"Persons under 18 years","British Columbia",59,11.2
2023,"Persons under 18 years","British Columbia",59,11.2
2015,"Women+","British Columbia",59,18.7
2016,"Women+","British Columbia",59,15.9
2017,"Women+","British Columbia",59,14.8
2018,"Women+","British Columbia",59,13.2
2019,"Women+","British Columbia",59,12.9
2020,"Women+","British Columbia",59,7.8
2021,"Women+","British Columbia",59,10
2022,"Women+","British Columbia",59,12
2023,"Women+","British Columbia",59,11.9
2015,"Women+, 18 to 64 years","British Columbia",59,20.4
2016,"Women+, 18 to 64 years","British Columbia",59,17.1
2017,"Women+, 18 to 64 years","British Columbia",59,16.8
2018,"Women+, 18 to 64 years","British Columbia",59,15.4
2019,"Women+, 18 to 64 years","British Columbia",59,15.9
2020,"Women+, 18 to 64 years","British Columbia",59,9.7
2021,"Women+, 18 to 64 years","British Columbia",59,11.2
2022,"Women+, 18 to 64 years","British Columbia",59,13
2023,"Women+, 18 to 64 years","British Columbia",59,13.2
2015,"Women+, 65 years and over","British Columbia",59,12
2016,"Women+, 65 years and over","British Columbia",59,10.3
2017,"Women+, 65 years and over","British Columbia",59,10.1
2018,"Women+, 65 years and over","British Columbia",59,9.2
2019,"Women+, 65 years and over","British Columbia",59,7.2
2020,"Women+, 65 years and over","British Columbia",59,4.5
2021,"Women+, 65 years and over","British Columbia",59,7.9
2022,"Women+, 65 years and over","British Columbia",59,9.1
2023,"Women+, 65 years and over","British Columbia",59,7.9
2015,"Women+, under 18 years","British Columbia",59,18.8
2016,"Women+, under 18 years","British Columbia",59,17.3
2017,"Women+, under 18 years","British Columbia",59,12
2018,"Women+, under 18 years","British Columbia",59,9.6
2019,"Women+, under 18 years","British Columbia",59,7.6
2020,"Women+, under 18 years","British Columbia",59,4.6
2021,"Women+, under 18 years","British Columbia",59,8
2022,"Women+, under 18 years","British Columbia",59,11.6
2023,"Women+, under 18 years","British Columbia",59,11.5
2015,"All persons","Calgary, Alberta",,11.5
2016,"All persons","Calgary, Alberta",,11.1
2017,"All persons","Calgary, Alberta",,8
2018,"All persons","Calgary, Alberta",,12
2019,"All persons","Calgary, Alberta",,6
2020,"All persons","Calgary, Alberta",,7.4
2021,"All persons","Calgary, Alberta",,8.9
2022,"All persons","Calgary, Alberta",,10.8
2023,"All persons","Calgary, Alberta",,10.3
2015,"Men+","Calgary, Alberta",,11.2
2016,"Men+","Calgary, Alberta",,10.3
2017,"Men+","Calgary, Alberta",,8.1
2018,"Men+","Calgary, Alberta",,12.6
2019,"Men+","Calgary, Alberta",,5.8
2020,"Men+","Calgary, Alberta",,7.5
2021,"Men+","Calgary, Alberta",,8.6
2022,"Men+","Calgary, Alberta",,10.4
2023,"Men+","Calgary, Alberta",,10.2
2015,"Men+, 18 to 64 years","Calgary, Alberta",,11.9
2016,"Men+, 18 to 64 years","Calgary, Alberta",,10.8
2017,"Men+, 18 to 64 years","Calgary, Alberta",,9.5
2018,"Men+, 18 to 64 years","Calgary, Alberta",,13.7
2019,"Men+, 18 to 64 years","Calgary, Alberta",,6.5
2020,"Men+, 18 to 64 years","Calgary, Alberta",,8.6
2021,"Men+, 18 to 64 years","Calgary, Alberta",,8.2
2022,"Men+, 18 to 64 years","Calgary, Alberta",,11.1
2023,"Men+, 18 to 64 years","Calgary, Alberta",,10.1
2022,"Men+, 65 years and over","Calgary, Alberta",,5.7
2023,"Men+, 65 years and over","Calgary, Alberta",,6.1
2016,"Men+, under 18 years","Calgary, Alberta",,10.8
2017,"Men+, under 18 years","Calgary, Alberta",,6.2
2018,"Men+, under 18 years","Calgary, Alberta",,14.5
2021,"Men+, under 18 years","Calgary, Alberta",,11.4
2022,"Men+, under 18 years","Calgary, Alberta",,10.9
2023,"Men+, under 18 years","Calgary, Alberta",,12.8
2015,"Persons 18 to 64 years","Calgary, Alberta",,11.5
2016,"Persons 18 to 64 years","Calgary, Alberta",,12
2017,"Persons 18 to 64 years","Calgary, Alberta",,9
2018,"Persons 18 to 64 years","Calgary, Alberta",,13.3
2019,"Persons 18 to 64 years","Calgary, Alberta",,6.9
2020,"Persons 18 to 64 years","Calgary, Alberta",,8.5
2021,"Persons 18 to 64 years","Calgary, Alberta",,8.7
2022,"Persons 18 to 64 years","Calgary, Alberta",,11.1
2023,"Persons 18 to 64 years","Calgary, Alberta",,10.4
2021,"Persons 65 years and over","Calgary, Alberta",,8
2022,"Persons 65 years and over","Calgary, Alberta",,6.6
2023,"Persons 65 years and over","Calgary, Alberta",,6.8
2015,"Persons under 18 years","Calgary, Alberta",,15.4
2016,"Persons under 18 years","Calgary, Alberta",,11.7
2017,"Persons under 18 years","Calgary, Alberta",,8
2018,"Persons under 18 years","Calgary, Alberta",,12.5
2020,"Persons under 18 years","Calgary, Alberta",,6.8
2021,"Persons under 18 years","Calgary, Alberta",,10
2022,"Persons under 18 years","Calgary, Alberta",,12.3
2023,"Persons under 18 years","Calgary, Alberta",,12.4
2015,"Women+","Calgary, Alberta",,11.9
2016,"Women+","Calgary, Alberta",,11.9
2017,"Women+","Calgary, Alberta",,7.9
2018,"Women+","Calgary, Alberta",,11.3
2019,"Women+","Calgary, Alberta",,6.3
2020,"Women+","Calgary, Alberta",,7.2
2021,"Women+","Calgary, Alberta",,9.2
2022,"Women+","Calgary, Alberta",,11.2
2023,"Women+","Calgary, Alberta",,10.5
2015,"Women+, 18 to 64 years","Calgary, Alberta",,11.1
2016,"Women+, 18 to 64 years","Calgary, Alberta",,13.1
2017,"Women+, 18 to 64 years","Calgary, Alberta",,8.5
2018,"Women+, 18 to 64 years","Calgary, Alberta",,12.9
2019,"Women+, 18 to 64 years","Calgary, Alberta",,7.4
2020,"Women+, 18 to 64 years","Calgary, Alberta",,8.4
2021,"Women+, 18 to 64 years","Calgary, Alberta",,9.3
2022,"Women+, 18 to 64 years","Calgary, Alberta",,11.1
2023,"Women+, 18 to 64 years","Calgary, Alberta",,10.7
2021,"Women+, 65 years and over","Calgary, Alberta",,9.3
2022,"Women+, 65 years and over","Calgary, Alberta",,7.4
2023,"Women+, 65 years and over","Calgary, Alberta",,7.4
2015,"Women+, under 18 years","Calgary, Alberta",,19
2016,"Women+, under 18 years","Calgary, Alberta",,12.8
2017,"Women+, under 18 years","Calgary, Alberta",,9.4
2018,"Women+, under 18 years","Calgary, Alberta",,10.3
2020,"Women+, under 18 years","Calgary, Alberta",,5.7
2021,"Women+, under 18 years","Calgary, Alberta",,8.7
2022,"Women+, under 18 years","Calgary, Alberta",,13.7
2023,"Women+, under 18 years","Calgary, Alberta",,11.9
2015,"Men+","Canada",,14.1
2016,"Men+","Canada",,12.4
2017,"Men+","Canada",,11.7
2018,"Men+","Canada",,11.4
2019,"Men+","Canada",,10.1
2020,"Men+","Canada",,6.5
2021,"Men+","Canada",,7.3
2022,"Men+","Canada",,10.2
2023,"Men+","Canada",,10.4
2015,"Men+, 18 to 64 years","Canada",,15.4
2016,"Men+, 18 to 64 years","Canada",,13.6
2017,"Men+, 18 to 64 years","Canada",,13.2
2018,"Men+, 18 to 64 years","Canada",,12.9
2019,"Men+, 18 to 64 years","Canada",,11.6
2020,"Men+, 18 to 64 years","Canada",,8
2021,"Men+, 18 to 64 years","Canada",,8.2
2022,"Men+, 18 to 64 years","Canada",,11.3
2023,"Men+, 18 to 64 years","Canada",,11.6
2015,"Men+, 65 years and over","Canada",,6.1
2016,"Men+, 65 years and over","Canada",,6.4
2017,"Men+, 65 years and over","Canada",,5.5
2018,"Men+, 65 years and over","Canada",,5.3
2019,"Men+, 65 years and over","Canada",,5.2
2020,"Men+, 65 years and over","Canada",,2.8
2021,"Men+, 65 years and over","Canada",,5
2022,"Men+, 65 years and over","Canada",,6.1
2023,"Men+, 65 years and over","Canada",,5.3
2015,"Men+, under 18 years","Canada",,15.9
2016,"Men+, under 18 years","Canada",,13
2017,"Men+, under 18 years","Canada",,11.5
2018,"Men+, under 18 years","Canada",,11.2
2019,"Men+, under 18 years","Canada",,9.4
2020,"Men+, under 18 years","Canada",,4.7
2021,"Men+, under 18 years","Canada",,6.3
2022,"Men+, under 18 years","Canada",,10.2
2023,"Men+, under 18 years","Canada",,11.2
2015,"Persons 18 to 64 years","Canada",,15.7
2016,"Persons 18 to 64 years","Canada",,14
2017,"Persons 18 to 64 years","Canada",,13.4
2018,"Persons 18 to 64 years","Canada",,12.8
2019,"Persons 18 to 64 years","Canada",,12.1
2020,"Persons 18 to 64 years","Canada",,8
2021,"Persons 18 to 64 years","Canada",,8.5
2022,"Persons 18 to 64 years","Canada",,11.4
2023,"Persons 18 to 64 years","Canada",,11.8
2015,"Persons 65 years and over","Canada",,7.1
2016,"Persons 65 years and over","Canada",,7.1
2017,"Persons 65 years and over","Canada",,6.1
2018,"Persons 65 years and over","Canada",,6
2019,"Persons 65 years and over","Canada",,5.8
2020,"Persons 65 years and over","Canada",,3.2
2021,"Persons 65 years and over","Canada",,5.6
2022,"Persons 65 years and over","Canada",,6.4
2023,"Persons 65 years and over","Canada",,5.4
2015,"Persons under 18 years","Canada",,16.3
2016,"Persons under 18 years","Canada",,13.9
2017,"Persons under 18 years","Canada",,11.7
2018,"Persons under 18 years","Canada",,10.6
2019,"Persons under 18 years","Canada",,9.4
2020,"Persons under 18 years","Canada",,4.8
2021,"Persons under 18 years","Canada",,6.6
2022,"Persons under 18 years","Canada",,10.3
2023,"Persons under 18 years","Canada",,10.9
2015,"Women+","Canada",,14.8
2016,"Women+","Canada",,13.4
2017,"Women+","Canada",,12.1
2018,"Women+","Canada",,11.1
2019,"Women+","Canada",,10.8
2020,"Women+","Canada",,6.6
2021,"Women+","Canada",,7.9
2022,"Women+","Canada",,10.3
2023,"Women+","Canada",,10.4
2015,"Women+, 18 to 64 years","Canada",,16
2016,"Women+, 18 to 64 years","Canada",,14.5
2017,"Women+, 18 to 64 years","Canada",,13.7
2018,"Women+, 18 to 64 years","Canada",,12.7
2019,"Women+, 18 to 64 years","Canada",,12.6
2020,"Women+, 18 to 64 years","Canada",,8
2021,"Women+, 18 to 64 years","Canada",,8.8
2022,"Women+, 18 to 64 years","Canada",,11.5
2023,"Women+, 18 to 64 years","Canada",,12
2015,"Women+, 65 years and over","Canada",,8
2016,"Women+, 65 years and over","Canada",,7.6
2017,"Women+, 65 years and over","Canada",,6.7
2018,"Women+, 65 years and over","Canada",,6.6
2019,"Women+, 65 years and over","Canada",,6.4
2020,"Women+, 65 years and over","Canada",,3.5
2021,"Women+, 65 years and over","Canada",,6.2
2022,"Women+, 65 years and over","Canada",,6.6
2023,"Women+, 65 years and over","Canada",,5.5
2015,"Women+, under 18 years","Canada",,16.6
2016,"Women+, under 18 years","Canada",,14.9
2017,"Women+, under 18 years","Canada",,12
2018,"Women+, under 18 years","Canada",,10
2019,"Women+, under 18 years","Canada",,9.4
2020,"Women+, under 18 years","Canada",,4.9
2021,"Women+, under 18 years","Canada",,6.8
2022,"Women+, under 18 years","Canada",,10.3
2023,"Women+, under 18 years","Canada",,10.7
2015,"All persons","Edmonton, Alberta",,7.6
2016,"All persons","Edmonton, Alberta",,8.5
2017,"All persons","Edmonton, Alberta",,9.7
2018,"All persons","Edmonton, Alberta",,7.7
2019,"All persons","Edmonton, Alberta",,10.4
2020,"All persons","Edmonton, Alberta",,5.5
2021,"All persons","Edmonton, Alberta",,7.7
2022,"All persons","Edmonton, Alberta",,11.2
2023,"All persons","Edmonton, Alberta",,10.7
2015,"Men+","Edmonton, Alberta",,7.4
2016,"Men+","Edmonton, Alberta",,8.6
2017,"Men+","Edmonton, Alberta",,8.2
2018,"Men+","Edmonton, Alberta",,6.9
2019,"Men+","Edmonton, Alberta",,10.2
2020,"Men+","Edmonton, Alberta",,5.4
2021,"Men+","Edmonton, Alberta",,7.7
2022,"Men+","Edmonton, Alberta",,10.6
2023,"Men+","Edmonton, Alberta",,10.3
2015,"Men+, 18 to 64 years","Edmonton, Alberta",,8.2
2016,"Men+, 18 to 64 years","Edmonton, Alberta",,9.6
2017,"Men+, 18 to 64 years","Edmonton, Alberta",,9
2018,"Men+, 18 to 64 years","Edmonton, Alberta",,7.7
2019,"Men+, 18 to 64 years","Edmonton, Alberta",,11.5
2020,"Men+, 18 to 64 years","Edmonton, Alberta",,6.6
2021,"Men+, 18 to 64 years","Edmonton, Alberta",,8.6
2022,"Men+, 18 to 64 years","Edmonton, Alberta",,11.1
2023,"Men+, 18 to 64 years","Edmonton, Alberta",,10.5
2022,"Men+, 65 years and over","Edmonton, Alberta",,6.5
2023,"Men+, 65 years and over","Edmonton, Alberta",,3.4
2018,"Men+, under 18 years","Edmonton, Alberta",,6.5
2019,"Men+, under 18 years","Edmonton, Alberta",,9.3
2022,"Men+, under 18 years","Edmonton, Alberta",,11.7
2023,"Men+, under 18 years","Edmonton, Alberta",,14.3
2015,"Persons 18 to 64 years","Edmonton, Alberta",,7.6
2016,"Persons 18 to 64 years","Edmonton, Alberta",,9.7
2017,"Persons 18 to 64 years","Edmonton, Alberta",,11.1
2018,"Persons 18 to 64 years","Edmonton, Alberta",,8.9
2019,"Persons 18 to 64 years","Edmonton, Alberta",,11.9
2020,"Persons 18 to 64 years","Edmonton, Alberta",,6.5
