Year,Source,Géographie,GeoCode,Value
1998,Bâtiments,Yukon,60,0.067
1998,Déchets et autres,Yukon,60,0.025
1998,Agriculture,Yukon,60,0.009
1999,Inventaire provincial,Alberta,48,225.815
1999,Exploitation pétrolière et gazière,Alberta,48,100.361
1999,Transports,Alberta,48,19.211
1999,Industrie lourde,Alberta,48,16.788
1999,"Fabrication légère, construction et ressources forestières",Alberta,48,4.606
1999,Bâtiments,Alberta,48,13.759
1999,Déchets et autres,Alberta,48,2.676
1999,Agriculture,Alberta,48,19.538
1999,Inventaire provincial,Colombie-Britannique,59,61.772
1999,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.216
1999,Transports,Colombie-Britannique,59,19.183
1999,Industrie lourde,Colombie-Britannique,59,9.353
1999,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.933
1999,Bâtiments,Colombie-Britannique,59,8.417
1999,Déchets et autres,Colombie-Britannique,59,2.845
1999,Agriculture,Colombie-Britannique,59,2.862
1999,Exploitation pétrolière et gazière,Canada,,171.477
1999,Transports,Canada,,140.533
1999,Industrie lourde,Canada,,97.512
1999,"Fabrication légère, construction et ressources forestières",Canada,,27.179
1999,Bâtiments,Canada,,77.073
1999,Déchets et autres,Canada,,23.225
1999,Agriculture,Canada,,61.493
1999,Inventaire provincial,Manitoba,46,20.288
1999,Exploitation pétrolière et gazière,Manitoba,46,1.555
1999,Transports,Manitoba,46,5.363
1999,Industrie lourde,Manitoba,46,1.466
1999,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.791
1999,Bâtiments,Manitoba,46,2.882
1999,Déchets et autres,Manitoba,46,1.181
1999,Agriculture,Manitoba,46,6.442
1999,Inventaire provincial,Nouveau-Brunswick,13,19.443
1999,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,1.538
1999,Transports,Nouveau-Brunswick,13,4.196
1999,Industrie lourde,Nouveau-Brunswick,13,1.668
1999,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.778
1999,Bâtiments,Nouveau-Brunswick,13,1.209
1999,Déchets et autres,Nouveau-Brunswick,13,0.888
1999,Agriculture,Nouveau-Brunswick,13,0.621
1999,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.913
1999,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.741
1999,Transports,Terre-Neuve-et-Labrador,10,2.828
1999,Industrie lourde,Terre-Neuve-et-Labrador,10,1.694
1999,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.229
1999,Bâtiments,Terre-Neuve-et-Labrador,10,0.823
1999,Déchets et autres,Terre-Neuve-et-Labrador,10,0.648
1999,Agriculture,Terre-Neuve-et-Labrador,10,0.122
1999,Inventaire territorial,Territoires du Nord-Ouest,61,1.252
1999,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.162
1999,Transports,Territoires du Nord-Ouest,61,0.3
1999,Industrie lourde,Territoires du Nord-Ouest,61,0.38
1999,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.011
1999,Bâtiments,Territoires du Nord-Ouest,61,0.282
1999,Déchets et autres,Territoires du Nord-Ouest,61,0.03
1999,Agriculture,Territoires du Nord-Ouest,61,0.0
1999,Inventaire provincial,Nouvelle-Écosse,12,20.393
1999,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.649
1999,Transports,Nouvelle-Écosse,12,4.762
1999,Industrie lourde,Nouvelle-Écosse,12,1.091
1999,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.598
1999,Bâtiments,Nouvelle-Écosse,12,2.681
1999,Déchets et autres,Nouvelle-Écosse,12,0.775
1999,Agriculture,Nouvelle-Écosse,12,0.672
1999,Inventaire territorial,Nunavut,62,0.467
1999,Transports,Nunavut,62,0.284
1999,Industrie lourde,Nunavut,62,0.087
1999,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.013
1999,Bâtiments,Nunavut,62,0.046
1999,Déchets et autres,Nunavut,62,0.02
1999,Inventaire provincial,Ontario,35,199.378
1999,Exploitation pétrolière et gazière,Ontario,35,13.473
1999,Transports,Ontario,35,49.417
1999,Industrie lourde,Ontario,35,39.925
1999,"Fabrication légère, construction et ressources forestières",Ontario,35,10.657
1999,Bâtiments,Ontario,35,31.727
1999,Déchets et autres,Ontario,35,7.273
1999,Agriculture,Ontario,35,11.391
1999,Inventaire provincial,Île-du-Prince-Édouard,11,1.844
1999,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
1999,Transports,Île-du-Prince-Édouard,11,0.693
1999,Industrie lourde,Île-du-Prince-Édouard,11,0.009
1999,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.123
1999,Bâtiments,Île-du-Prince-Édouard,11,0.503
1999,Déchets et autres,Île-du-Prince-Édouard,11,0.091
1999,Agriculture,Île-du-Prince-Édouard,11,0.408
1999,Inventaire provincial,Québec,24,84.565
1999,Exploitation pétrolière et gazière,Québec,24,3.737
1999,Transports,Québec,24,28.283
1999,Industrie lourde,Québec,24,22.471
1999,"Fabrication légère, construction et ressources forestières",Québec,24,4.491
1999,Bâtiments,Québec,24,11.059
1999,Déchets et autres,Québec,24,5.461
1999,Agriculture,Québec,24,7.874
1999,Inventaire provincial,Saskatchewan,47,75.492
1999,Exploitation pétrolière et gazière,Saskatchewan,47,34.848
1999,Transports,Saskatchewan,47,5.791
1999,Industrie lourde,Saskatchewan,47,2.572
1999,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.937
1999,Bâtiments,Saskatchewan,47,3.6
1999,Déchets et autres,Saskatchewan,47,1.313
1999,Agriculture,Saskatchewan,47,11.549
1999,Inventaire territorial,Yukon,60,0.59
1999,Exploitation pétrolière et gazière,Yukon,60,0.197
1999,Transports,Yukon,60,0.221
1999,Industrie lourde,Yukon,60,0.009
1999,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
1999,Bâtiments,Yukon,60,0.084
1999,Déchets et autres,Yukon,60,0.025
1999,Agriculture,Yukon,60,0.013
2000,Inventaire provincial,Alberta,48,235.601
2000,Exploitation pétrolière et gazière,Alberta,48,105.985
2000,Transports,Alberta,48,19.333
2000,Industrie lourde,Alberta,48,17.155
2000,"Fabrication légère, construction et ressources forestières",Alberta,48,4.572
2000,Bâtiments,Alberta,48,15.646
2000,Déchets et autres,Alberta,48,2.773
2000,Agriculture,Alberta,48,20.36
2000,Inventaire provincial,Colombie-Britannique,59,63.244
2000,Exploitation pétrolière et gazière,Colombie-Britannique,59,11.684
2000,Transports,Colombie-Britannique,59,18.867
2000,Industrie lourde,Colombie-Britannique,59,9.525
2000,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.647
2000,Bâtiments,Colombie-Britannique,59,8.722
2000,Déchets et autres,Colombie-Britannique,59,2.937
2000,Agriculture,Colombie-Britannique,59,2.959
2000,Exploitation pétrolière et gazière,Canada,,179.086
2000,Transports,Canada,,141.729
2000,Industrie lourde,Canada,,97.3
2000,"Fabrication légère, construction et ressources forestières",Canada,,28.359
2000,Bâtiments,Canada,,83.637
2000,Déchets et autres,Canada,,23.681
2000,Agriculture,Canada,,62.586
2000,Inventaire provincial,Manitoba,46,20.918
2000,Exploitation pétrolière et gazière,Manitoba,46,1.302
2000,Transports,Manitoba,46,5.372
2000,Industrie lourde,Manitoba,46,1.435
2000,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.792
2000,Bâtiments,Manitoba,46,3.167
2000,Déchets et autres,Manitoba,46,1.206
2000,Agriculture,Manitoba,46,6.571
2000,Inventaire provincial,Nouveau-Brunswick,13,20.683
2000,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,1.904
2000,Transports,Nouveau-Brunswick,13,4.274
2000,Industrie lourde,Nouveau-Brunswick,13,1.753
2000,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.822
2000,Bâtiments,Nouveau-Brunswick,13,1.465
2000,Déchets et autres,Nouveau-Brunswick,13,0.885
2000,Agriculture,Nouveau-Brunswick,13,0.592
2000,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.484
2000,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.881
2000,Transports,Terre-Neuve-et-Labrador,10,2.921
2000,Industrie lourde,Terre-Neuve-et-Labrador,10,2.009
2000,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.236
2000,Bâtiments,Terre-Neuve-et-Labrador,10,0.859
2000,Déchets et autres,Terre-Neuve-et-Labrador,10,0.645
2000,Agriculture,Terre-Neuve-et-Labrador,10,0.111
2000,Inventaire territorial,Territoires du Nord-Ouest,61,1.527
2000,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.391
2000,Transports,Territoires du Nord-Ouest,61,0.326
2000,Industrie lourde,Territoires du Nord-Ouest,61,0.376
2000,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.008
2000,Bâtiments,Territoires du Nord-Ouest,61,0.289
2000,Déchets et autres,Territoires du Nord-Ouest,61,0.03
2000,Agriculture,Territoires du Nord-Ouest,61,0.0
2000,Inventaire provincial,Nouvelle-Écosse,12,21.894
2000,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.136
2000,Transports,Nouvelle-Écosse,12,4.732
2000,Industrie lourde,Nouvelle-Écosse,12,1.116
2000,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.557
2000,Bâtiments,Nouvelle-Écosse,12,2.747
2000,Déchets et autres,Nouvelle-Écosse,12,0.764
2000,Agriculture,Nouvelle-Écosse,12,0.715
2000,Inventaire territorial,Nunavut,62,0.58
2000,Transports,Nunavut,62,0.323
2000,Industrie lourde,Nunavut,62,0.141
2000,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.003
2000,Bâtiments,Nunavut,62,0.059
2000,Déchets et autres,Nunavut,62,0.02
2000,Inventaire provincial,Ontario,35,209.442
2000,Exploitation pétrolière et gazière,Ontario,35,12.974
2000,Transports,Ontario,35,50.751
2000,Industrie lourde,Ontario,35,38.687
2000,"Fabrication légère, construction et ressources forestières",Ontario,35,10.945
2000,Bâtiments,Ontario,35,34.341
2000,Déchets et autres,Ontario,35,7.475
2000,Agriculture,Ontario,35,11.286
2000,Inventaire provincial,Île-du-Prince-Édouard,11,1.972
2000,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2000,Transports,Île-du-Prince-Édouard,11,0.684
2000,Industrie lourde,Île-du-Prince-Édouard,11,0.013
2000,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.209
2000,Bâtiments,Île-du-Prince-Édouard,11,0.524
2000,Déchets et autres,Île-du-Prince-Édouard,11,0.092
2000,Agriculture,Île-du-Prince-Édouard,11,0.396
2000,Inventaire provincial,Québec,24,85.005
2000,Exploitation pétrolière et gazière,Québec,24,3.99
2000,Transports,Québec,24,27.973
2000,Industrie lourde,Québec,24,22.525
2000,"Fabrication légère, construction et ressources forestières",Québec,24,4.616
2000,Bâtiments,Québec,24,11.984
2000,Déchets et autres,Québec,24,5.493
2000,Agriculture,Québec,24,7.817
2000,Inventaire provincial,Saskatchewan,47,77.816
2000,Exploitation pétrolière et gazière,Saskatchewan,47,37.694
2000,Transports,Saskatchewan,47,5.974
2000,Industrie lourde,Saskatchewan,47,2.535
2000,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.939
2000,Bâtiments,Saskatchewan,47,3.743
2000,Déchets et autres,Saskatchewan,47,1.335
2000,Agriculture,Saskatchewan,47,11.776
2000,Inventaire territorial,Yukon,60,0.53
2000,Exploitation pétrolière et gazière,Yukon,60,0.146
2000,Transports,Yukon,60,0.199
2000,Industrie lourde,Yukon,60,0.032
2000,"Fabrication légère, construction et ressources forestières",Yukon,60,0.013
2000,Bâtiments,Yukon,60,0.091
2000,Déchets et autres,Yukon,60,0.025
2000,Agriculture,Yukon,60,0.002
2001,Inventaire provincial,Alberta,48,235.999
2001,Exploitation pétrolière et gazière,Alberta,48,108.513
2001,Transports,Alberta,48,20.175
2001,Industrie lourde,Alberta,48,16.95
2001,"Fabrication légère, construction et ressources forestières",Alberta,48,3.562
2001,Bâtiments,Alberta,48,13.694
2001,Déchets et autres,Alberta,48,2.855
2001,Agriculture,Alberta,48,20.566
2001,Inventaire provincial,Colombie-Britannique,59,64.555
2001,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.254
2001,Transports,Colombie-Britannique,59,18.573
2001,Industrie lourde,Colombie-Britannique,59,8.57
2001,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,5.003
2001,Bâtiments,Colombie-Britannique,59,8.621
2001,Déchets et autres,Colombie-Britannique,59,2.737
2001,Agriculture,Colombie-Britannique,59,3.053
2001,Exploitation pétrolière et gazière,Canada,,182.347
2001,Transports,Canada,,141.84
2001,Industrie lourde,Canada,,91.705
2001,"Fabrication légère, construction et ressources forestières",Canada,,26.81
2001,Bâtiments,Canada,,80.327
2001,Déchets et autres,Canada,,23.282
2001,Agriculture,Canada,,62.539
2001,Inventaire provincial,Manitoba,46,19.762
2001,Exploitation pétrolière et gazière,Manitoba,46,0.976
2001,Transports,Manitoba,46,5.318
2001,Industrie lourde,Manitoba,46,1.401
2001,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.815
2001,Bâtiments,Manitoba,46,2.931
2001,Déchets et autres,Manitoba,46,1.229
2001,Agriculture,Manitoba,46,6.536
2001,Inventaire provincial,Nouveau-Brunswick,13,22.533
2001,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.54
2001,Transports,Nouveau-Brunswick,13,4.245
2001,Industrie lourde,Nouveau-Brunswick,13,1.843
2001,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.793
2001,Bâtiments,Nouveau-Brunswick,13,1.213
2001,Déchets et autres,Nouveau-Brunswick,13,0.879
2001,Agriculture,Nouveau-Brunswick,13,0.533
2001,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.185
2001,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.792
2001,Transports,Terre-Neuve-et-Labrador,10,2.963
2001,Industrie lourde,Terre-Neuve-et-Labrador,10,1.796
2001,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.284
2001,Bâtiments,Terre-Neuve-et-Labrador,10,0.93
2001,Déchets et autres,Terre-Neuve-et-Labrador,10,0.644
2001,Agriculture,Terre-Neuve-et-Labrador,10,0.066
2001,Inventaire territorial,Territoires du Nord-Ouest,61,1.914
2001,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.514
2001,Transports,Territoires du Nord-Ouest,61,0.346
2001,Industrie lourde,Territoires du Nord-Ouest,61,0.572
2001,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.011
2001,Bâtiments,Territoires du Nord-Ouest,61,0.285
2001,Déchets et autres,Territoires du Nord-Ouest,61,0.031
2001,Agriculture,Territoires du Nord-Ouest,61,0.021
2001,Inventaire provincial,Nouvelle-Écosse,12,21.113
2001,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.001
2001,Transports,Nouvelle-Écosse,12,4.641
2001,Industrie lourde,Nouvelle-Écosse,12,0.868
2001,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.555
2001,Bâtiments,Nouvelle-Écosse,12,2.967
2001,Déchets et autres,Nouvelle-Écosse,12,0.75
2001,Agriculture,Nouvelle-Écosse,12,0.606
2001,Inventaire territorial,Nunavut,62,0.683
2001,Transports,Nunavut,62,0.325
2001,Industrie lourde,Nunavut,62,0.22
2001,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.004
2001,Bâtiments,Nunavut,62,0.059
2001,Déchets et autres,Nunavut,62,0.021
2001,Inventaire provincial,Ontario,35,201.391
2001,Exploitation pétrolière et gazière,Ontario,35,11.789
2001,Transports,Ontario,35,50.746
2001,Industrie lourde,Ontario,35,35.795
2001,"Fabrication légère, construction et ressources forestières",Ontario,35,10.293
2001,Bâtiments,Ontario,35,33.63
2001,Déchets et autres,Ontario,35,7.394
2001,Agriculture,Ontario,35,11.135
2001,Inventaire provincial,Île-du-Prince-Édouard,11,1.876
2001,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2001,Transports,Île-du-Prince-Édouard,11,0.68
2001,Industrie lourde,Île-du-Prince-Édouard,11,0.009
2001,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.19
2001,Bâtiments,Île-du-Prince-Édouard,11,0.503
2001,Déchets et autres,Île-du-Prince-Édouard,11,0.093
2001,Agriculture,Île-du-Prince-Édouard,11,0.355
2001,Inventaire provincial,Québec,24,83.117
2001,Exploitation pétrolière et gazière,Québec,24,3.995
2001,Transports,Québec,24,27.602
2001,Industrie lourde,Québec,24,21.131
2001,"Fabrication légère, construction et ressources forestières",Québec,24,4.499
2001,Bâtiments,Québec,24,11.823
2001,Déchets et autres,Québec,24,5.267
2001,Agriculture,Québec,24,8.212
2001,Inventaire provincial,Saskatchewan,47,77.881
2001,Exploitation pétrolière et gazière,Saskatchewan,47,37.858
2001,Transports,Saskatchewan,47,6.002
2001,Industrie lourde,Saskatchewan,47,2.525
2001,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.789
2001,Bâtiments,Saskatchewan,47,3.585
2001,Déchets et autres,Saskatchewan,47,1.356
2001,Agriculture,Saskatchewan,47,11.442
2001,Inventaire territorial,Yukon,60,0.526
2001,Exploitation pétrolière et gazière,Yukon,60,0.115
2001,Transports,Yukon,60,0.224
2001,Industrie lourde,Yukon,60,0.025
2001,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
2001,Bâtiments,Yukon,60,0.087
2001,Déchets et autres,Yukon,60,0.026
2001,Agriculture,Yukon,60,0.016
2002,Inventaire provincial,Alberta,48,237.993
2002,Exploitation pétrolière et gazière,Alberta,48,110.156
2002,Transports,Alberta,48,19.755
2002,Industrie lourde,Alberta,48,16.687
2002,"Fabrication légère, construction et ressources forestières",Alberta,48,3.441
2002,Bâtiments,Alberta,48,15.873
2002,Déchets et autres,Alberta,48,2.933
2002,Agriculture,Alberta,48,19.903
2002,Inventaire provincial,Colombie-Britannique,59,61.671
2002,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.891
2002,Transports,Colombie-Britannique,59,18.435
2002,Industrie lourde,Colombie-Britannique,59,8.089
2002,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.541
2002,Bâtiments,Colombie-Britannique,59,9.134
2002,Déchets et autres,Colombie-Britannique,59,2.741
2002,Agriculture,Colombie-Britannique,59,2.854
2002,Exploitation pétrolière et gazière,Canada,,188.13
2002,Transports,Canada,,143.944
2002,Industrie lourde,Canada,,92.15
2002,"Fabrication légère, construction et ressources forestières",Canada,,27.148
2002,Bâtiments,Canada,,84.723
2002,Déchets et autres,Canada,,23.728
2002,Agriculture,Canada,,62.203
2002,Inventaire provincial,Manitoba,46,20.62
2002,Exploitation pétrolière et gazière,Manitoba,46,1.078
2002,Transports,Manitoba,46,5.432
2002,Industrie lourde,Manitoba,46,1.397
2002,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.97
2002,Bâtiments,Manitoba,46,3.121
2002,Déchets et autres,Manitoba,46,1.25
2002,Agriculture,Manitoba,46,6.91
2002,Inventaire provincial,Nouveau-Brunswick,13,21.193
2002,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.868
2002,Transports,Nouveau-Brunswick,13,4.311
2002,Industrie lourde,Nouveau-Brunswick,13,1.727
2002,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.728
2002,Bâtiments,Nouveau-Brunswick,13,1.179
2002,Déchets et autres,Nouveau-Brunswick,13,0.873
2002,Agriculture,Nouveau-Brunswick,13,0.551
2002,Inventaire provincial,Terre-Neuve-et-Labrador,10,12.182
2002,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,3.459
2002,Transports,Terre-Neuve-et-Labrador,10,3.063
2002,Industrie lourde,Terre-Neuve-et-Labrador,10,1.78
2002,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.259
2002,Bâtiments,Terre-Neuve-et-Labrador,10,1.012
2002,Déchets et autres,Terre-Neuve-et-Labrador,10,0.643
2002,Agriculture,Terre-Neuve-et-Labrador,10,0.068
2002,Inventaire territorial,Territoires du Nord-Ouest,61,1.588
2002,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.486
2002,Transports,Territoires du Nord-Ouest,61,0.32
2002,Industrie lourde,Territoires du Nord-Ouest,61,0.38
2002,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.009
2002,Bâtiments,Territoires du Nord-Ouest,61,0.259
2002,Déchets et autres,Territoires du Nord-Ouest,61,0.031
2002,Agriculture,Territoires du Nord-Ouest,61,0.024
2002,Inventaire provincial,Nouvelle-Écosse,12,20.376
2002,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.378
2002,Transports,Nouvelle-Écosse,12,4.75
2002,Industrie lourde,Nouvelle-Écosse,12,1.056
2002,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.629
2002,Bâtiments,Nouvelle-Écosse,12,2.937
2002,Déchets et autres,Nouvelle-Écosse,12,0.753
2002,Agriculture,Nouvelle-Écosse,12,0.589
2002,Inventaire territorial,Nunavut,62,0.735
2002,Transports,Nunavut,62,0.33
2002,Industrie lourde,Nunavut,62,0.251
2002,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.003
2002,Bâtiments,Nunavut,62,0.062
2002,Déchets et autres,Nunavut,62,0.022
2002,Inventaire provincial,Ontario,35,206.218
2002,Exploitation pétrolière et gazière,Ontario,35,13.049
2002,Transports,Ontario,35,51.946
2002,Industrie lourde,Ontario,35,36.843
2002,"Fabrication légère, construction et ressources forestières",Ontario,35,10.996
2002,Bâtiments,Ontario,35,34.07
2002,Déchets et autres,Ontario,35,7.793
2002,Agriculture,Ontario,35,11.453
2002,Inventaire provincial,Île-du-Prince-Édouard,11,1.884
2002,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2002,Transports,Île-du-Prince-Édouard,11,0.695
2002,Industrie lourde,Île-du-Prince-Édouard,11,0.003
2002,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.182
2002,Bâtiments,Île-du-Prince-Édouard,11,0.517
2002,Déchets et autres,Île-du-Prince-Édouard,11,0.095
2002,Agriculture,Île-du-Prince-Édouard,11,0.368
2002,Inventaire provincial,Québec,24,84.458
2002,Exploitation pétrolière et gazière,Québec,24,4.105
2002,Transports,Québec,24,28.171
2002,Industrie lourde,Québec,24,21.438
2002,"Fabrication légère, construction et ressources forestières",Québec,24,4.673
2002,Bâtiments,Québec,24,12.402
2002,Déchets et autres,Québec,24,5.194
2002,Agriculture,Québec,24,8.027
2002,Inventaire provincial,Saskatchewan,47,79.317
2002,Exploitation pétrolière et gazière,Saskatchewan,47,38.564
2002,Transports,Saskatchewan,47,6.501
2002,Industrie lourde,Saskatchewan,47,2.477
2002,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.706
2002,Bâtiments,Saskatchewan,47,4.073
2002,Déchets et autres,Saskatchewan,47,1.374
2002,Agriculture,Saskatchewan,47,11.439
2002,Inventaire territorial,Yukon,60,0.516
2002,Exploitation pétrolière et gazière,Yukon,60,0.095
2002,Transports,Yukon,60,0.235
2002,Industrie lourde,Yukon,60,0.022
2002,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
2002,Bâtiments,Yukon,60,0.085
2002,Déchets et autres,Yukon,60,0.026
2002,Agriculture,Yukon,60,0.017
2003,Inventaire provincial,Alberta,48,246.459
2003,Exploitation pétrolière et gazière,Alberta,48,115.517
2003,Transports,Alberta,48,20.337
2003,Industrie lourde,Alberta,48,16.42
2003,"Fabrication légère, construction et ressources forestières",Alberta,48,3.039
2003,Bâtiments,Alberta,48,18.139
2003,Déchets et autres,Alberta,48,2.98
2003,Agriculture,Alberta,48,19.869
2003,Inventaire provincial,Colombie-Britannique,59,61.702
2003,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.577
2003,Transports,Colombie-Britannique,59,19.28
2003,Industrie lourde,Colombie-Britannique,59,8.234
2003,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.76
2003,Bâtiments,Colombie-Britannique,59,8.175
2003,Déchets et autres,Colombie-Britannique,59,2.851
2003,Agriculture,Colombie-Britannique,59,2.893
2003,Exploitation pétrolière et gazière,Canada,,192.284
2003,Transports,Canada,,149.198
2003,Industrie lourde,Canada,,91.001
2003,"Fabrication légère, construction et ressources forestières",Canada,,27.089
2003,Bâtiments,Canada,,89.988
2003,Déchets et autres,Canada,,23.403
2003,Agriculture,Canada,,64.04
2003,Inventaire provincial,Manitoba,46,20.89
2003,Exploitation pétrolière et gazière,Manitoba,46,0.821
2003,Transports,Manitoba,46,5.624
2003,Industrie lourde,Manitoba,46,1.366
2003,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.852
2003,Bâtiments,Manitoba,46,2.949
2003,Déchets et autres,Manitoba,46,1.266
2003,Agriculture,Manitoba,46,7.194
2003,Inventaire provincial,Nouveau-Brunswick,13,20.881
2003,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.667
2003,Transports,Nouveau-Brunswick,13,4.273
2003,Industrie lourde,Nouveau-Brunswick,13,1.651
2003,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.737
2003,Bâtiments,Nouveau-Brunswick,13,1.403
2003,Déchets et autres,Nouveau-Brunswick,13,0.847
2003,Agriculture,Nouveau-Brunswick,13,0.56
2003,Inventaire provincial,Terre-Neuve-et-Labrador,10,12.02
2003,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.949
2003,Transports,Terre-Neuve-et-Labrador,10,3.42
2003,Industrie lourde,Terre-Neuve-et-Labrador,10,2.021
2003,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.226
2003,Bâtiments,Terre-Neuve-et-Labrador,10,1.085
2003,Déchets et autres,Terre-Neuve-et-Labrador,10,0.641
2003,Agriculture,Terre-Neuve-et-Labrador,10,0.091
2003,Inventaire territorial,Territoires du Nord-Ouest,61,1.462
2003,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.385
2003,Transports,Territoires du Nord-Ouest,61,0.311
2003,Industrie lourde,Territoires du Nord-Ouest,61,0.367
2003,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.015
2003,Bâtiments,Territoires du Nord-Ouest,61,0.282
2003,Déchets et autres,Territoires du Nord-Ouest,61,0.031
2003,Agriculture,Territoires du Nord-Ouest,61,0.016
2003,Inventaire provincial,Nouvelle-Écosse,12,21.901
2003,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.722
2003,Transports,Nouvelle-Écosse,12,5.006
2003,Industrie lourde,Nouvelle-Écosse,12,1.063
2003,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.554
2003,Bâtiments,Nouvelle-Écosse,12,3.269
2003,Déchets et autres,Nouvelle-Écosse,12,0.705
2003,Agriculture,Nouvelle-Écosse,12,0.542
2003,Inventaire territorial,Nunavut,62,0.774
2003,Transports,Nunavut,62,0.338
2003,Industrie lourde,Nunavut,62,0.225
2003,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.007
2003,Bâtiments,Nunavut,62,0.062
2003,Déchets et autres,Nunavut,62,0.022
2003,Inventaire provincial,Ontario,35,208.254
2003,Exploitation pétrolière et gazière,Ontario,35,12.299
2003,Transports,Ontario,35,52.93
2003,Industrie lourde,Ontario,35,35.406
2003,"Fabrication légère, construction et ressources forestières",Ontario,35,11.56
